,Fundo,Emissão,TipodeOferta,Variação,Database,DatadeEncerramento,CoordenadorLíder,MétododeRateio,Observações,Informações,YouTube
244,RBRP11,5ª,400,,19.02.21,,XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://youtu.be/Yz4hXepUvcw"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=150075&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=150106&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=150103&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=158916&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162127&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/Yz4hXepUvcw"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
245,RBRR11,4ª,476,,13.09.19,,,Não há,,,
246,RBRR11,5ª,476,,10.07.20,,XP Investimentos,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120799&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>",
247,RBRS11,1ª,400,,Não há,16.09.20,Rio Bravo,Proporcional,,,
248,RBRY11,2ª,476,,23.12.19,15.05.20,XP Investimentos,Não há,,,
249,RBRY11,3ª,400,,23.02.21,23.03.21,Guide Investimentos,Proporcional,Nenhuma,"<td><a href=""https://youtu.be/jPwYbf2aAhw"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150481&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150475&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150457&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informaçòes sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=157001&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado da Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=157668&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162821&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/jPwYbf2aAhw"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
250,RBVA11,2ª,476,,16.08.19,,,Não há,,,
251,RBVA11,3ª,476,,10.11.20,,Rio Bravo,Não há,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=124821&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=124820&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=124819&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=141332&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
252,RCRB11,7ª,476,,21.08.19,,,Não há,,,
253,RCRB11,8ª,476,,26.06.20,,Rio Bravo,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118801"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
254,RECR11,5ª,476,,08.08.19,,,Não há,,,
255,RECR11,6ª,476,,12.11.19,,,Não há,,,
256,RECR11,7ª,400,,09.03.20,25.08.20,Genial Investimentos,Proporcional,,,
257,RECR11,8ª,476,,29.09.20,13.11.20,Genial Investimentos,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118807&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118802&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118808&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122799&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=126674&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129498&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
258,RECR11,9ª,476,,18.01.21,24.02.21,BRL Trust,Proporcional,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://youtu.be/sidryjD6Hgg"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-Resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138894&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138890&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138889&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150780&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=153097&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">início das Negociações</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/sidryjD6Hgg"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
259,RECT11,2ª,400,,25.10.19,,,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=70725&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado da Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=75774&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Retratação das Cotas Subscritas</a></td>",
260,RECT11,3ª,476,,21.01.20,,Banco Fator,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=87749&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado da Alocação</a></td>",
261,RECT11,4ª,476,,24.04.20,29.05.20,Banco Fator,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=101833&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a></td>",
262,RECT11,5ª,476,,23.06.20,,Banco Fator,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=109069&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a></td>",
263,RECT11,6ª,476,,01.03.21,01.04.21,Banco Fator,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://youtu.be/iu6jBILk0aU"" rel=""noopener noreferrer"" target=""_blank"">Vídeo sobre a Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150793&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150798&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150800&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=161877&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/iu6jBILk0aU"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
264,RECX11,1ª,400,,Não há,19.02.21,UBS BB,Proporcional,¹ Período de Desistência: 04.02 até 10.02.21,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=144720&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=144717&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=149906&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=155204&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>",
265,RELG11,1ª,476,,Não há,,,Não há,,,
266,RELG11,2ª,400,,25.11.20,,Órama,Igualitário (Linear),Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128492&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128464&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128466&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128482&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a></td>",
267,RFOF11,1ª,400,,Não há,,RB Investimentos,Proporcional,,,
268,RRCI11,1ª,400,,Não há,19.11.20,Modal,Proporcional (para valores acima de R$50 mil),"Devido à modificação da oferta, haverá um período para que investidores desistam de sua participação: 09.10 → 16.10.20.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120559&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120560&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128194&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociação</a></td>",
269,RSPD11,2ª,476,,03.02.20,03.03.20,RB Capital,Não há,,,
270,RVBI11,1ª,400,,Não há,,XP Investimentos,Igualitário (Linear),,,
271,RZAK11,1ª,400,,Não há,,XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128365&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128366&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=134700&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
272,RZTR11,1ª,400,,Não há,05.10.20,XP Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=119982&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120414&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>",
273,RZTR11,2ª,400,,17.03.21,03.05.21,XP Investimentos,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=156822&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165869&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=157469&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=160535&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170381&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=171888&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>",
274,SARE11,1ª,400,,Não há,,,,,,
275,SARE11,2ª,476,,07.08.20,11.11.20,Banco Santander,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=110442"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125472&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131238"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
276,SDIL11,5ª,476,,19.11.20,11.02.21,Rio Bravo,Não há,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125394&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125395&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125396&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=147734&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
277,SEQR11,1ª,400,,15.01.21,17.02.21,XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://youtu.be/7QLAA1IXmmk"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=140495&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=140498&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=140504&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=146162&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=149290&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150513&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/7QLAA1IXmmk"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
278,SJAU11,1ª,476,,Não há,05.10.20,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143829&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
279,SJAU11,2ª,476,,,04.11.20,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143829&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
280,SNFF11,1ª,400,,Não há,03.05.21,Guide Investimentos,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=157484&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=157485&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=167396&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=167399&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170371&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170537&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/H_xMRl2b94o"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
281,SOLR11,1ª,476,,Não há,19.05.20,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138494&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>",
282,TEPP11,3ª,476,,19.11.20,22.12.20,BRL Trust,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127113&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127115&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=127956&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143523&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""R$ 53.293.420,56"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
